id,name,location,available number of rooms,standard,price per night,amenities,type of meal plan,meal preference,required car parking space,good review count,bad review count,rating,hotel_description,distance_from_city_center,check_in_time,check_out_time
JPN5552,Nara Zen Lodge,Sapporo,47,Premium,20000,"Parking, Business Center, Spa, Restaurant, Wi-Fi",Bed & Breakfast,Non veg without Beef,False,3128,351,5,A comfortable and convenient hotel offering excellent services and amenities.,14 km,15:00,11:00
JPN5553,Nara Zen Lodge,Sapporo,89,Standard,15000,"Spa, Free Breakfast, Fitness Center, Onsen",Half Board,Veg,False,2066,372,5,A comfortable and convenient hotel offering excellent services and amenities.,7 km,14:00,11:00
JPN5554,Tokyo Tower Inn,Tokyo,92,Luxury,41000,"Parking, Fitness Center, Free Breakfast",Bed & Breakfast,Veg,False,1523,318,5,A comfortable and convenient hotel offering excellent services and amenities.,9 km,16:00,10:00
JPN5555,Nara Zen Lodge,Nagoya,212,Budget,10000,"Parking, Pet-friendly, Restaurant",Bed & Breakfast,Both,False,3710,490,5,A comfortable and convenient hotel offering excellent services and amenities.,18 km,15:00,11:00
JPN5556,Osaka Bay Resort,Kobe,290,Budget,11000,"Pet-friendly, Parking, Spa",Full Board,Jain,True,4380,448,5,A comfortable and convenient hotel offering excellent services and amenities.,3 km,15:00,11:00
JPN5557,Kyoto Serenity,Hiroshima,104,Premium,22000,"Spa, Parking, Bar, Fitness Center, Onsen",Bed & Breakfast,Both,False,1240,301,5,A comfortable and convenient hotel offering excellent services and amenities.,2 km,14:00,12:00
JPN5558,Shibuya Plaza,Fukuoka,31,Premium,29000,"Bar, Wi-Fi, Business Center, Onsen, Parking",All-Inclusive,Vegan,True,1721,373,5,A comfortable and convenient hotel offering excellent services and amenities.,18 km,16:00,10:00
JPN5559,Osaka Bay Resort,Hiroshima,208,Budget,10000,"Fitness Center, Room Service, Wi-Fi, Restaurant, Free Breakfast",Full Board,Non veg without Beef,False,1703,475,4,A comfortable and convenient hotel offering excellent services and amenities.,13 km,14:00,10:00
JPN5560,Mount Fuji Retreat,Tokyo,158,Premium,29000,"Room Service, Pet-friendly, Parking, Spa, Fitness Center, Wi-Fi",All-Inclusive,Vegan,False,195,185,3,A comfortable and convenient hotel offering excellent services and amenities.,6 km,15:00,10:00
JPN5561,Osaka Bay Resort,Osaka,33,Budget,7000,"Restaurant, Fitness Center, Business Center, Pet-friendly, Free Breakfast",All-Inclusive,Non Veg,False,2605,946,4,A comfortable and convenient hotel offering excellent services and amenities.,1 km,15:00,11:00
JPN5562,Tokyo Tower Inn,Kobe,21,Budget,9000,"Parking, Free Breakfast, Pet-friendly",All-Inclusive,Vegan,False,40,500,1,A comfortable and convenient hotel offering excellent services and amenities.,5 km,14:00,11:00
JPN5563,Hotel Sakura,Osaka,263,Budget,10000,"Parking, Free Breakfast, Wi-Fi",Bed & Breakfast,Veg,True,2983,354,5,A comfortable and convenient hotel offering excellent services and amenities.,20 km,15:00,12:00
JPN5564,Nara Zen Lodge,Tokyo,294,Budget,7000,"Parking, Room Service, Bar, Restaurant, Free Breakfast, Pet-friendly",Room Only,,True,181,31,5,A comfortable and convenient hotel offering excellent services and amenities.,1 km,14:00,10:00
JPN5565,Tokyo Tower Inn,Tokyo,110,Budget,12000,"Onsen, Room Service, Wi-Fi, Restaurant, Fitness Center, Spa",Room Only,,False,1388,414,4,A comfortable and convenient hotel offering excellent services and amenities.,10 km,14:00,11:00
JPN5566,Osaka Bay Resort,Hiroshima,165,Standard,20000,"Wi-Fi, Onsen, Room Service",Full Board,Jain,False,1158,283,5,A comfortable and convenient hotel offering excellent services and amenities.,16 km,15:00,11:00
JPN5567,Kyoto Serenity,Fukuoka,50,Budget,7000,"Business Center, Free Breakfast, Room Service",Half Board,Non Veg,False,2149,912,4,A comfortable and convenient hotel offering excellent services and amenities.,8 km,14:00,12:00
JPN5568,Osaka Bay Resort,Nagoya,6,Budget,7000,"Restaurant, Business Center, Free Breakfast, Spa, Onsen",All-Inclusive,Non veg without Beef,True,1661,300,5,A comfortable and convenient hotel offering excellent services and amenities.,20 km,15:00,12:00
JPN5569,Nara Zen Lodge,Sapporo,135,Standard,18000,"Bar, Restaurant, Onsen, Business Center",Room Only,,False,817,61,5,A comfortable and convenient hotel offering excellent services and amenities.,10 km,15:00,12:00
JPN5570,Kyoto Serenity,Osaka,275,Budget,10000,"Wi-Fi, Onsen, Pet-friendly, Spa, Bar",Bed & Breakfast,Both,True,3209,374,5,A comfortable and convenient hotel offering excellent services and amenities.,19 km,15:00,12:00
JPN5571,Nara Zen Lodge,Kobe,47,Budget,10000,"Fitness Center, Parking, Room Service",Room Only,,False,261,63,5,A comfortable and convenient hotel offering excellent services and amenities.,1 km,14:00,12:00
JPN5572,Mount Fuji Retreat,Hiroshima,98,Premium,21000,"Wi-Fi, Parking, Restaurant, Free Breakfast",Bed & Breakfast,Non Veg,False,1925,163,5,A comfortable and convenient hotel offering excellent services and amenities.,17 km,15:00,11:00
JPN5573,Kyoto Serenity,Nagoya,200,Luxury,36000,"Room Service, Free Breakfast, Wi-Fi",Half Board,Veg,True,1863,32,5,A comfortable and convenient hotel offering excellent services and amenities.,13 km,14:00,10:00
JPN5574,Shibuya Plaza,Kyoto,11,Budget,9000,"Free Breakfast, Onsen, Room Service, Pet-friendly",Bed & Breakfast,Vegan,False,3756,864,5,A comfortable and convenient hotel offering excellent services and amenities.,13 km,14:00,10:00
JPN5575,Mount Fuji Retreat,Sapporo,73,Premium,21000,"Spa, Bar, Parking, Restaurant, Room Service",Half Board,Non Veg,False,3302,287,5,A comfortable and convenient hotel offering excellent services and amenities.,10 km,16:00,10:00
JPN5576,Osaka Bay Resort,Nagoya,226,Premium,20000,"Onsen, Room Service, Free Breakfast, Spa, Bar, Restaurant",Full Board,Jain,True,3938,501,5,A comfortable and convenient hotel offering excellent services and amenities.,11 km,16:00,12:00
JPN5577,Osaka Bay Resort,Nara,160,Budget,12000,"Restaurant, Room Service, Free Breakfast, Parking, Business Center, Wi-Fi",Full Board,Jain,True,2575,53,5,A comfortable and convenient hotel offering excellent services and amenities.,6 km,14:00,10:00
JPN5578,Mount Fuji Retreat,Tokyo,267,Premium,30000,"Pet-friendly, Room Service, Business Center, Onsen, Spa, Free Breakfast",Half Board,Both,True,36,503,1,A comfortable and convenient hotel offering excellent services and amenities.,7 km,14:00,12:00
JPN5579,Nara Zen Lodge,Tokyo,286,Budget,7000,"Parking, Onsen, Free Breakfast, Bar, Wi-Fi, Fitness Center",All-Inclusive,Veg,True,796,460,4,A comfortable and convenient hotel offering excellent services and amenities.,2 km,14:00,10:00
JPN5580,Hotel Sakura,Osaka,126,Premium,24000,"Restaurant, Wi-Fi, Room Service, Fitness Center, Onsen",Room Only,,False,926,799,3,A comfortable and convenient hotel offering excellent services and amenities.,9 km,16:00,12:00
JPN5581,Tokyo Tower Inn,Kobe,194,Premium,27000,"Free Breakfast, Bar, Wi-Fi",All-Inclusive,Vegan,False,2419,218,5,A comfortable and convenient hotel offering excellent services and amenities.,2 km,14:00,10:00
JPN5582,Osaka Bay Resort,Nara,260,Budget,8000,"Parking, Free Breakfast, Bar",Half Board,Non Veg,True,2301,447,5,A comfortable and convenient hotel offering excellent services and amenities.,9 km,16:00,11:00
JPN5583,Tokyo Tower Inn,Fukuoka,266,Standard,20000,"Parking, Onsen, Free Breakfast",Full Board,Vegan,False,2166,513,5,A comfortable and convenient hotel offering excellent services and amenities.,12 km,16:00,10:00
JPN5584,Kyoto Serenity,Kobe,205,Budget,5000,"Wi-Fi, Spa, Free Breakfast, Business Center, Pet-friendly",Half Board,Vegan,True,1836,444,5,A comfortable and convenient hotel offering excellent services and amenities.,8 km,14:00,11:00
JPN5585,Shibuya Plaza,Fukuoka,79,Standard,19000,"Fitness Center, Bar, Free Breakfast, Wi-Fi, Restaurant",All-Inclusive,Both,True,3200,391,5,A comfortable and convenient hotel offering excellent services and amenities.,4 km,15:00,10:00
JPN5586,Mount Fuji Retreat,Nara,202,Standard,17000,"Fitness Center, Bar, Spa",Bed & Breakfast,Both,False,4827,282,5,A comfortable and convenient hotel offering excellent services and amenities.,8 km,14:00,11:00
JPN5587,Osaka Bay Resort,Osaka,118,Standard,12000,"Free Breakfast, Room Service, Onsen, Fitness Center, Bar",Bed & Breakfast,Non Veg,True,2763,264,5,A comfortable and convenient hotel offering excellent services and amenities.,20 km,16:00,11:00
JPN5588,Kyoto Serenity,Kobe,276,Standard,15000,"Onsen, Parking, Bar, Wi-Fi, Restaurant",Full Board,Non veg without Beef,True,2497,174,5,A comfortable and convenient hotel offering excellent services and amenities.,16 km,14:00,11:00
JPN5589,Mount Fuji Retreat,Fukuoka,82,Budget,12000,"Room Service, Onsen, Bar, Parking",Half Board,Non veg without Beef,False,2574,273,5,A comfortable and convenient hotel offering excellent services and amenities.,10 km,16:00,11:00
JPN5590,Mount Fuji Retreat,Sapporo,137,Premium,29000,"Business Center, Restaurant, Parking",All-Inclusive,Vegan,False,2069,66,5,A comfortable and convenient hotel offering excellent services and amenities.,20 km,14:00,11:00
JPN5591,Hotel Sakura,Nara,217,Budget,11000,"Wi-Fi, Restaurant, Fitness Center",Full Board,Vegan,True,4419,696,5,A comfortable and convenient hotel offering excellent services and amenities.,3 km,16:00,11:00
JPN5592,Mount Fuji Retreat,Fukuoka,174,Budget,5000,"Free Breakfast, Bar, Spa",Half Board,Non veg without Beef,True,570,407,3,A comfortable and convenient hotel offering excellent services and amenities.,16 km,16:00,10:00
JPN5593,Osaka Bay Resort,Nagoya,186,Budget,8000,"Free Breakfast, Onsen, Parking, Room Service",Room Only,,True,2372,195,5,A comfortable and convenient hotel offering excellent services and amenities.,4 km,16:00,12:00
JPN5594,Tokyo Tower Inn,Osaka,181,Budget,12000,"Onsen, Pet-friendly, Spa",Bed & Breakfast,Non Veg,False,4921,238,5,A comfortable and convenient hotel offering excellent services and amenities.,10 km,14:00,11:00
JPN5595,Osaka Bay Resort,Sapporo,268,Budget,10000,"Free Breakfast, Business Center, Restaurant",Full Board,Vegan,True,363,4,5,A comfortable and convenient hotel offering excellent services and amenities.,10 km,16:00,11:00
JPN5596,Tokyo Tower Inn,Tokyo,284,Budget,7000,"Fitness Center, Restaurant, Bar",All-Inclusive,Non veg without Beef,True,2667,44,5,A comfortable and convenient hotel offering excellent services and amenities.,19 km,15:00,10:00
JPN5597,Mount Fuji Retreat,Tokyo,33,Budget,5000,"Onsen, Bar, Free Breakfast, Spa, Fitness Center",Full Board,Veg,True,4826,699,5,A comfortable and convenient hotel offering excellent services and amenities.,8 km,16:00,12:00
JPN5598,Osaka Bay Resort,Yokohama,248,Premium,23000,"Wi-Fi, Business Center, Free Breakfast",Half Board,Jain,True,2621,770,4,A comfortable and convenient hotel offering excellent services and amenities.,15 km,16:00,10:00
JPN5599,Kyoto Serenity,Sapporo,300,Budget,10000,"Business Center, Onsen, Pet-friendly, Room Service, Spa, Restaurant",Half Board,Non Veg,True,552,189,4,A comfortable and convenient hotel offering excellent services and amenities.,1 km,15:00,10:00
JPN5600,Hotel Sakura,Fukuoka,256,Budget,7000,"Restaurant, Parking, Pet-friendly, Fitness Center",Bed & Breakfast,Jain,False,1545,673,4,A comfortable and convenient hotel offering excellent services and amenities.,16 km,14:00,11:00
JPN5601,Hotel Sakura,Sapporo,300,Luxury,60000,"Restaurant, Spa, Bar, Fitness Center",Full Board,Jain,True,3762,100,5,A comfortable and convenient hotel offering excellent services and amenities.,4 km,14:00,10:00
JPN5602,Kyoto Serenity,Yokohama,293,Budget,11000,"Spa, Restaurant, Business Center, Free Breakfast, Parking",Half Board,Vegan,True,4726,574,5,A comfortable and convenient hotel offering excellent services and amenities.,12 km,16:00,11:00
JPN5603,Mount Fuji Retreat,Sapporo,26,Standard,20000,"Spa, Bar, Fitness Center, Business Center, Free Breakfast",Bed & Breakfast,Non veg without Beef,True,2368,357,5,A comfortable and convenient hotel offering excellent services and amenities.,15 km,15:00,10:00
JPN5604,Nara Zen Lodge,Yokohama,42,Standard,12000,"Bar, Wi-Fi, Business Center",Half Board,Jain,False,4448,681,5,A comfortable and convenient hotel offering excellent services and amenities.,6 km,16:00,12:00
JPN5605,Tokyo Tower Inn,Fukuoka,142,Luxury,55000,"Parking, Business Center, Bar, Room Service, Restaurant, Wi-Fi",Bed & Breakfast,Both,True,1146,648,4,A comfortable and convenient hotel offering excellent services and amenities.,2 km,16:00,11:00
JPN5606,Mount Fuji Retreat,Tokyo,215,Luxury,49000,"Fitness Center, Business Center, Bar, Onsen",Bed & Breakfast,Vegan,True,1490,101,5,A comfortable and convenient hotel offering excellent services and amenities.,15 km,15:00,12:00
JPN5607,Tokyo Tower Inn,Osaka,123,Budget,9000,"Restaurant, Parking, Free Breakfast, Wi-Fi, Onsen, Business Center",Half Board,Non Veg,True,4167,569,5,A comfortable and convenient hotel offering excellent services and amenities.,4 km,16:00,11:00
JPN5608,Osaka Bay Resort,Tokyo,173,Standard,15000,"Fitness Center, Spa, Bar, Wi-Fi, Room Service",Bed & Breakfast,Non Veg,True,4728,801,5,A comfortable and convenient hotel offering excellent services and amenities.,10 km,15:00,12:00
JPN5609,Tokyo Tower Inn,Fukuoka,15,Budget,11000,"Pet-friendly, Onsen, Room Service, Spa",Half Board,Vegan,False,3103,308,5,A comfortable and convenient hotel offering excellent services and amenities.,12 km,16:00,10:00
JPN5610,Mount Fuji Retreat,Nagoya,184,Premium,26000,"Pet-friendly, Bar, Restaurant",Half Board,Non Veg,True,3578,652,5,A comfortable and convenient hotel offering excellent services and amenities.,8 km,16:00,11:00
JPN5611,Hotel Sakura,Kobe,36,Standard,18000,"Restaurant, Bar, Parking, Free Breakfast, Fitness Center, Wi-Fi",Full Board,Both,True,4162,512,5,A comfortable and convenient hotel offering excellent services and amenities.,4 km,14:00,10:00
JPN5612,Osaka Bay Resort,Nara,195,Standard,18000,"Onsen, Free Breakfast, Pet-friendly, Spa",All-Inclusive,Non Veg,False,4322,478,5,A comfortable and convenient hotel offering excellent services and amenities.,8 km,15:00,10:00
JPN5613,Mount Fuji Retreat,Tokyo,101,Budget,7000,"Wi-Fi, Spa, Onsen, Room Service, Fitness Center",Full Board,Non Veg,False,3009,134,5,A comfortable and convenient hotel offering excellent services and amenities.,20 km,15:00,11:00
JPN5614,Tokyo Tower Inn,Nagoya,196,Budget,11000,"Bar, Room Service, Spa",All-Inclusive,Non veg without Beef,True,3388,462,5,A comfortable and convenient hotel offering excellent services and amenities.,11 km,14:00,11:00
JPN5615,Mount Fuji Retreat,Yokohama,121,Luxury,46000,"Onsen, Pet-friendly, Free Breakfast, Fitness Center",Room Only,,True,647,909,3,A comfortable and convenient hotel offering excellent services and amenities.,18 km,14:00,10:00
JPN5616,Mount Fuji Retreat,Nagoya,282,Budget,6000,"Onsen, Spa, Bar, Parking, Fitness Center",Full Board,Non Veg,True,4182,375,5,A comfortable and convenient hotel offering excellent services and amenities.,12 km,14:00,12:00
JPN5617,Tokyo Tower Inn,Tokyo,29,Standard,17000,"Fitness Center, Parking, Onsen",Half Board,Both,False,640,950,3,A comfortable and convenient hotel offering excellent services and amenities.,7 km,14:00,11:00
JPN5618,Nara Zen Lodge,Tokyo,244,Standard,18000,"Wi-Fi, Pet-friendly, Restaurant, Free Breakfast, Bar, Business Center",Bed & Breakfast,Non veg without Beef,True,1268,704,4,A comfortable and convenient hotel offering excellent services and amenities.,2 km,14:00,10:00
JPN5619,Osaka Bay Resort,Kyoto,293,Standard,16000,"Bar, Room Service, Onsen",Full Board,Veg,False,1847,68,5,A comfortable and convenient hotel offering excellent services and amenities.,20 km,14:00,10:00
JPN5620,Mount Fuji Retreat,Hiroshima,155,Premium,27000,"Spa, Parking, Fitness Center, Onsen, Restaurant, Room Service",Full Board,Non Veg,True,2487,551,5,A comfortable and convenient hotel offering excellent services and amenities.,8 km,14:00,10:00
JPN5621,Nara Zen Lodge,Sapporo,62,Luxury,31000,"Free Breakfast, Business Center, Onsen, Spa, Wi-Fi",Bed & Breakfast,Non Veg,True,2365,74,5,A comfortable and convenient hotel offering excellent services and amenities.,16 km,14:00,10:00
JPN5622,Hotel Sakura,Nara,170,Standard,15000,"Wi-Fi, Free Breakfast, Spa",All-Inclusive,Non Veg,False,4472,103,5,A comfortable and convenient hotel offering excellent services and amenities.,9 km,14:00,12:00
JPN5623,Kyoto Serenity,Nara,268,Budget,11000,"Business Center, Spa, Parking",All-Inclusive,Both,True,2784,105,5,A comfortable and convenient hotel offering excellent services and amenities.,2 km,16:00,12:00
JPN5624,Tokyo Tower Inn,Kyoto,50,Budget,12000,"Room Service, Pet-friendly, Business Center, Fitness Center, Parking",Room Only,,False,4940,91,5,A comfortable and convenient hotel offering excellent services and amenities.,18 km,14:00,12:00
JPN5625,Nara Zen Lodge,Kobe,31,Premium,21000,"Restaurant, Fitness Center, Spa, Free Breakfast",Room Only,,True,2530,331,5,A comfortable and convenient hotel offering excellent services and amenities.,7 km,15:00,10:00
JPN5626,Shibuya Plaza,Kyoto,17,Budget,8000,"Room Service, Free Breakfast, Spa, Business Center, Onsen, Bar",Half Board,Both,False,4465,748,5,A comfortable and convenient hotel offering excellent services and amenities.,8 km,16:00,11:00
JPN5627,Kyoto Serenity,Sapporo,152,Standard,18000,"Pet-friendly, Fitness Center, Onsen",Full Board,Non veg without Beef,True,4479,248,5,A comfortable and convenient hotel offering excellent services and amenities.,10 km,14:00,10:00
JPN5628,Tokyo Tower Inn,Kobe,109,Budget,12000,"Wi-Fi, Restaurant, Bar, Onsen",Half Board,Veg,True,2825,49,5,A comfortable and convenient hotel offering excellent services and amenities.,5 km,14:00,12:00
JPN5629,Shibuya Plaza,Fukuoka,37,Budget,6000,"Spa, Room Service, Free Breakfast, Restaurant, Bar",Bed & Breakfast,Vegan,False,2868,153,5,A comfortable and convenient hotel offering excellent services and amenities.,3 km,16:00,11:00
JPN5630,Hotel Sakura,Kobe,39,Standard,19000,"Room Service, Free Breakfast, Onsen, Parking, Wi-Fi",Half Board,Non veg without Beef,True,4940,424,5,A comfortable and convenient hotel offering excellent services and amenities.,16 km,15:00,11:00
JPN5631,Kyoto Serenity,Yokohama,233,Premium,23000,"Pet-friendly, Wi-Fi, Fitness Center, Room Service, Business Center, Spa",Bed & Breakfast,Vegan,True,3104,790,4,A comfortable and convenient hotel offering excellent services and amenities.,3 km,14:00,11:00
JPN5632,Nara Zen Lodge,Sapporo,23,Budget,11000,"Business Center, Onsen, Parking, Free Breakfast",Room Only,,False,2967,573,5,A comfortable and convenient hotel offering excellent services and amenities.,3 km,14:00,12:00
JPN5633,Kyoto Serenity,Hiroshima,5,Standard,12000,"Parking, Onsen, Business Center",Full Board,Vegan,True,3083,609,5,A comfortable and convenient hotel offering excellent services and amenities.,16 km,15:00,12:00
JPN5634,Osaka Bay Resort,Osaka,234,Standard,19000,"Bar, Business Center, Wi-Fi, Restaurant, Spa",Bed & Breakfast,Non Veg,True,943,941,3,A comfortable and convenient hotel offering excellent services and amenities.,1 km,15:00,12:00
JPN5635,Hotel Sakura,Tokyo,155,Premium,30000,"Restaurant, Fitness Center, Onsen",Full Board,Jain,False,3316,580,5,A comfortable and convenient hotel offering excellent services and amenities.,10 km,14:00,11:00
JPN5636,Tokyo Tower Inn,Kobe,176,Standard,16000,"Wi-Fi, Spa, Restaurant, Fitness Center",All-Inclusive,Jain,True,45,766,1,A comfortable and convenient hotel offering excellent services and amenities.,19 km,14:00,11:00
JPN5637,Nara Zen Lodge,Osaka,159,Budget,10000,"Business Center, Parking, Restaurant, Wi-Fi",All-Inclusive,Non Veg,True,1091,171,5,A comfortable and convenient hotel offering excellent services and amenities.,13 km,15:00,12:00
JPN5638,Shibuya Plaza,Kyoto,189,Budget,12000,"Spa, Onsen, Fitness Center, Pet-friendly, Restaurant, Business Center",Half Board,Jain,True,4957,691,5,A comfortable and convenient hotel offering excellent services and amenities.,9 km,14:00,11:00
JPN5639,Shibuya Plaza,Tokyo,76,Luxury,39000,"Free Breakfast, Restaurant, Pet-friendly, Room Service, Parking, Spa",Full Board,Both,False,2239,45,5,A comfortable and convenient hotel offering excellent services and amenities.,15 km,14:00,12:00
JPN5640,Nara Zen Lodge,Fukuoka,117,Budget,10000,"Parking, Fitness Center, Onsen, Pet-friendly, Business Center, Spa",All-Inclusive,Vegan,True,4737,729,5,A comfortable and convenient hotel offering excellent services and amenities.,5 km,14:00,10:00
JPN5641,Shibuya Plaza,Tokyo,278,Budget,12000,"Pet-friendly, Onsen, Fitness Center, Room Service, Restaurant, Business Center",Full Board,Vegan,False,3451,597,5,A comfortable and convenient hotel offering excellent services and amenities.,4 km,14:00,11:00
JPN5642,Tokyo Tower Inn,Sapporo,215,Luxury,32000,"Room Service, Restaurant, Business Center, Free Breakfast, Spa, Parking",Half Board,Non Veg,True,3907,263,5,A comfortable and convenient hotel offering excellent services and amenities.,13 km,15:00,10:00
JPN5643,Nara Zen Lodge,Osaka,93,Budget,5000,"Bar, Spa, Business Center, Pet-friendly",All-Inclusive,Non veg without Beef,False,4311,980,5,A comfortable and convenient hotel offering excellent services and amenities.,7 km,15:00,10:00
JPN5644,Hotel Sakura,Yokohama,201,Standard,20000,"Business Center, Pet-friendly, Restaurant, Room Service, Wi-Fi, Free Breakfast",Room Only,,True,330,645,2,A comfortable and convenient hotel offering excellent services and amenities.,9 km,16:00,11:00
JPN5645,Hotel Sakura,Hiroshima,66,Standard,19000,"Onsen, Fitness Center, Bar, Room Service, Restaurant",All-Inclusive,Both,True,4455,942,5,A comfortable and convenient hotel offering excellent services and amenities.,2 km,15:00,11:00
JPN5646,Osaka Bay Resort,Kobe,125,Budget,5000,"Parking, Bar, Business Center, Fitness Center",Full Board,Non veg without Beef,True,1979,137,5,A comfortable and convenient hotel offering excellent services and amenities.,13 km,14:00,10:00
JPN5647,Kyoto Serenity,Kyoto,146,Standard,12000,"Parking, Pet-friendly, Restaurant, Onsen, Spa, Fitness Center",All-Inclusive,Non veg without Beef,True,2763,642,5,A comfortable and convenient hotel offering excellent services and amenities.,15 km,16:00,10:00
JPN5648,Hotel Sakura,Kobe,138,Budget,7000,"Parking, Pet-friendly, Business Center, Free Breakfast, Room Service",Full Board,Veg,True,1966,880,4,A comfortable and convenient hotel offering excellent services and amenities.,1 km,16:00,10:00
JPN5649,Shibuya Plaza,Fukuoka,166,Budget,7000,"Room Service, Wi-Fi, Spa, Parking, Pet-friendly",All-Inclusive,Jain,True,4336,771,5,A comfortable and convenient hotel offering excellent services and amenities.,19 km,14:00,11:00
JPN5650,Hotel Sakura,Kyoto,212,Budget,12000,"Pet-friendly, Restaurant, Wi-Fi",All-Inclusive,Both,True,4063,741,5,A comfortable and convenient hotel offering excellent services and amenities.,15 km,14:00,10:00
JPN5651,Tokyo Tower Inn,Yokohama,146,Budget,6000,"Pet-friendly, Spa, Restaurant, Business Center, Wi-Fi, Parking",Full Board,Vegan,False,3572,401,5,A comfortable and convenient hotel offering excellent services and amenities.,13 km,15:00,10:00
JPN5652,Nara Zen Lodge,Kobe,232,Standard,17000,"Fitness Center, Restaurant, Room Service",All-Inclusive,Non veg without Beef,True,149,905,1,A comfortable and convenient hotel offering excellent services and amenities.,6 km,16:00,12:00
JPN5653,Hotel Sakura,Tokyo,200,Budget,6000,"Bar, Business Center, Wi-Fi",Full Board,Non Veg,True,2466,472,5,A comfortable and convenient hotel offering excellent services and amenities.,6 km,15:00,11:00
JPN5654,Osaka Bay Resort,Hiroshima,297,Budget,7000,"Room Service, Parking, Spa",Room Only,,False,3301,66,5,A comfortable and convenient hotel offering excellent services and amenities.,15 km,14:00,12:00
JPN5655,Mount Fuji Retreat,Yokohama,131,Luxury,34000,"Restaurant, Parking, Spa, Pet-friendly",Half Board,Vegan,False,4545,469,5,A comfortable and convenient hotel offering excellent services and amenities.,19 km,16:00,12:00
JPN5656,Tokyo Tower Inn,Kyoto,37,Standard,15000,"Fitness Center, Free Breakfast, Pet-friendly, Onsen, Business Center, Wi-Fi",Full Board,Non Veg,False,4058,821,5,A comfortable and convenient hotel offering excellent services and amenities.,20 km,14:00,12:00
JPN5657,Kyoto Serenity,Kyoto,101,Standard,16000,"Pet-friendly, Bar, Spa",Room Only,,False,2564,686,4,A comfortable and convenient hotel offering excellent services and amenities.,18 km,15:00,11:00
JPN5658,Kyoto Serenity,Fukuoka,158,Standard,13000,"Fitness Center, Free Breakfast, Bar, Restaurant, Onsen, Room Service",Half Board,Non Veg,False,1501,151,5,A comfortable and convenient hotel offering excellent services and amenities.,1 km,16:00,12:00
JPN5659,Mount Fuji Retreat,Nagoya,91,Budget,5000,"Restaurant, Business Center, Fitness Center",All-Inclusive,Both,True,1553,725,4,A comfortable and convenient hotel offering excellent services and amenities.,17 km,16:00,10:00
JPN5660,Kyoto Serenity,Nara,231,Standard,16000,"Fitness Center, Parking, Spa, Business Center, Pet-friendly, Onsen",All-Inclusive,Non veg without Beef,True,2639,124,5,A comfortable and convenient hotel offering excellent services and amenities.,7 km,14:00,12:00
JPN5661,Hotel Sakura,Tokyo,192,Budget,7000,"Parking, Fitness Center, Pet-friendly, Wi-Fi, Free Breakfast",Full Board,Jain,False,504,384,3,A comfortable and convenient hotel offering excellent services and amenities.,4 km,16:00,11:00
JPN5662,Tokyo Tower Inn,Kobe,122,Budget,9000,"Spa, Restaurant, Wi-Fi",All-Inclusive,Vegan,False,3720,337,5,A comfortable and convenient hotel offering excellent services and amenities.,13 km,16:00,11:00
JPN5663,Osaka Bay Resort,Nagoya,97,Standard,17000,"Onsen, Bar, Free Breakfast, Room Service",Room Only,,False,4306,435,5,A comfortable and convenient hotel offering excellent services and amenities.,17 km,15:00,11:00
JPN5664,Mount Fuji Retreat,Yokohama,250,Budget,11000,"Wi-Fi, Parking, Bar, Fitness Center",Bed & Breakfast,Non Veg,True,1663,39,5,A comfortable and convenient hotel offering excellent services and amenities.,14 km,14:00,11:00
JPN5665,Shibuya Plaza,Fukuoka,159,Standard,12000,"Fitness Center, Spa, Wi-Fi",Room Only,,True,2916,611,5,A comfortable and convenient hotel offering excellent services and amenities.,19 km,14:00,12:00
JPN5666,Osaka Bay Resort,Osaka,119,Premium,27000,"Spa, Free Breakfast, Business Center, Pet-friendly, Parking",Bed & Breakfast,Non veg without Beef,False,4361,743,5,A comfortable and convenient hotel offering excellent services and amenities.,4 km,14:00,12:00
JPN5667,Nara Zen Lodge,Tokyo,132,Budget,10000,"Business Center, Restaurant, Onsen, Fitness Center, Spa, Free Breakfast",All-Inclusive,Vegan,True,3856,558,5,A comfortable and convenient hotel offering excellent services and amenities.,15 km,15:00,12:00
JPN5668,Osaka Bay Resort,Osaka,78,Budget,6000,"Onsen, Restaurant, Business Center, Fitness Center",Half Board,Jain,False,1335,254,5,A comfortable and convenient hotel offering excellent services and amenities.,7 km,15:00,12:00
JPN5669,Shibuya Plaza,Osaka,62,Standard,20000,"Pet-friendly, Business Center, Onsen, Bar",Room Only,,False,1889,42,5,A comfortable and convenient hotel offering excellent services and amenities.,6 km,14:00,10:00
JPN5670,Hotel Sakura,Hiroshima,6,Budget,11000,"Restaurant, Wi-Fi, Fitness Center",Full Board,Veg,True,284,142,4,A comfortable and convenient hotel offering excellent services and amenities.,14 km,14:00,11:00
JPN5671,Kyoto Serenity,Nagoya,143,Luxury,38000,"Wi-Fi, Room Service, Business Center, Free Breakfast, Onsen",Room Only,,True,1992,636,4,A comfortable and convenient hotel offering excellent services and amenities.,12 km,14:00,12:00
JPN5672,Tokyo Tower Inn,Nara,50,Premium,20000,"Parking, Room Service, Restaurant, Onsen, Pet-friendly",Bed & Breakfast,Non Veg,True,3509,34,5,A comfortable and convenient hotel offering excellent services and amenities.,11 km,14:00,11:00
